id,staff_account_id,day_of_week,start_time,end_time,is_active,created_at,updated_at
1,10,1,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
2,10,2,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
3,10,3,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
4,10,4,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
5,10,5,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
6,10,6,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
7,11,1,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
8,11,2,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
9,11,3,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
10,11,4,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
11,11,5,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
12,11,6,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
13,12,1,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
14,12,2,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
15,12,3,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
16,12,4,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
17,12,5,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
18,12,6,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
19,13,1,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
20,13,2,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
21,13,3,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
22,13,4,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
23,13,5,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
24,13,6,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
25,14,1,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
26,14,2,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
27,14,3,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
28,14,4,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
29,14,5,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
30,14,6,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
31,15,1,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
32,15,2,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
33,15,3,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
34,15,4,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
35,15,5,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
36,15,6,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
37,16,1,09:00:00,18:00:00,1,2026-01-15 09:00:00,2026-08-15 10:00:00
